timestamp,voltage,current,feedrate,energy
0.000000000000000000e+00,1.271000000000000085e+01,5.389999999999999858e+01,3.520000000000000018e+00,2.200000000000000178e+00
1.501300000000000030e-02,1.271000000000000085e+01,5.389999999999999858e+01,3.520000000000000018e+00,2.200000000000000178e+00
1.544599999999999966e-02,1.271000000000000085e+01,5.389999999999999858e+01,3.520000000000000018e+00,2.200000000000000178e+00
3.256099999999999967e-02,1.271000000000000085e+01,5.389999999999999858e+01,3.520000000000000018e+00,2.200000000000000178e+00
3.858899999999999830e-02,1.271000000000000085e+01,5.389999999999999858e+01,3.520000000000000018e+00,2.200000000000000178e+00
4.811100000000000099e-02,1.271000000000000085e+01,5.389999999999999858e+01,3.520000000000000018e+00,2.200000000000000178e+00
5.681200000000000139e-02,1.271000000000000085e+01,5.389999999999999858e+01,3.520000000000000018e+00,2.200000000000000178e+00
6.684800000000000464e-02,1.271000000000000085e+01,5.389999999999999858e+01,3.520000000000000018e+00,2.200000000000000178e+00
8.209500000000000131e-02,1.271000000000000085e+01,5.389999999999999858e+01,3.520000000000000018e+00,2.200000000000000178e+00
1.047970000000000013e-01,1.271000000000000085e+01,5.389999999999999858e+01,3.520000000000000018e+00,2.200000000000000178e+00
1.054299999999999959e-01,1.271000000000000085e+01,5.389999999999999858e+01,3.520000000000000018e+00,2.200000000000000178e+00
1.067150000000000043e-01,1.271000000000000085e+01,5.389999999999999858e+01,3.520000000000000018e+00,2.200000000000000178e+00
1.158399999999999985e-01,1.271000000000000085e+01,5.389999999999999858e+01,3.520000000000000018e+00,2.200000000000000178e+00
1.333550000000000013e-01,1.271000000000000085e+01,5.389999999999999858e+01,3.520000000000000018e+00,2.200000000000000178e+00
1.392519999999999869e-01,1.271000000000000085e+01,5.389999999999999858e+01,3.520000000000000018e+00,2.200000000000000178e+00
1.482479999999999909e-01,1.271000000000000085e+01,5.389999999999999858e+01,3.520000000000000018e+00,2.200000000000000178e+00
1.574299999999999866e-01,1.271000000000000085e+01,5.389999999999999858e+01,3.520000000000000018e+00,2.200000000000000178e+00
1.669730000000000103e-01,1.271000000000000085e+01,5.389999999999999858e+01,3.520000000000000018e+00,2.200000000000000178e+00
