timestamp,voltage,current,feedrate,energy
0.000000000000000000e+00,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
9.993999999999999412e-03,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
2.003500000000000072e-02,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
2.998899999999999830e-02,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
4.004400000000000320e-02,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
5.000299999999999884e-02,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
5.998699999999999866e-02,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
6.992600000000000204e-02,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
7.993699999999999417e-02,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
9.007999999999999341e-02,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
1.002259999999999956e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
1.101000000000000034e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
1.200589999999999991e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
1.299879999999999924e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
1.399650000000000061e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
1.500279999999999947e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
1.599919999999999953e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
1.699739999999999862e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
1.800829999999999931e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
1.902079999999999882e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
2.000029999999999863e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
2.100640000000000007e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
2.200699999999999878e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
2.300290000000000112e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
2.400359999999999994e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
2.500990000000000157e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
2.599890000000000256e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
2.700770000000000115e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
2.800670000000000104e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
2.901779999999999915e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
3.000669999999999726e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
3.100479999999999903e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
3.201169999999999849e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
3.303459999999999730e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
3.404150000000000231e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
3.504760000000000097e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
3.604519999999999946e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
3.703620000000000245e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
3.804040000000000199e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
3.904320000000000013e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
4.005529999999999924e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
4.105110000000000148e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
4.204879999999999729e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
4.304120000000000168e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
4.405729999999999924e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
4.507120000000000015e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
4.604369999999999852e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
4.705150000000000166e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
4.804740000000000122e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
4.905959999999999765e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
5.005209999999999937e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
5.104739999999999833e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
5.204480000000000217e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
5.303830000000000489e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
5.404269999999999907e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
5.504700000000000149e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
5.604839999999999822e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
5.704970000000000319e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
5.805120000000000280e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
5.904260000000000064e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
6.004359999999999697e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
6.105049999999999644e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
6.204960000000000475e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
6.305530000000000301e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
6.404720000000000413e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
6.504710000000000214e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
6.605269999999999753e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
6.704590000000000272e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
6.804620000000000113e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
6.905090000000000394e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
7.004740000000000411e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
7.104439999999999644e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
7.207310000000000105e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
7.304939999999999767e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
7.404530000000000278e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
7.506890000000000507e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
7.605460000000000553e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
7.707969999999999544e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
7.809230000000000338e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
7.908619999999999539e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
8.009530000000000260e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
8.110039999999999472e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
8.206529999999999658e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
8.306810000000000027e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
8.406679999999999708e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
8.506850000000000245e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
8.607709999999999528e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
8.707819999999999450e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
8.808589999999999476e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
8.908089999999999620e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
9.008190000000000364e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
9.108720000000000150e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
9.208800000000000319e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
9.308899999999999952e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
9.414740000000000331e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
9.514550000000000507e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
9.615609999999999991e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
9.714770000000000350e-01,1.565000000000000036e+01,1.185000000000000000e+02,6.240000000000000213e+00,3.779999999999999716e+01
