2.576984834692592208e-01,6.992229576860027329e-01,-1.641236724574605121e-01,-1.495293882384713009e-02,-6.988159049269315748e-01,9.753413176459124756e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.576984834692592208e-01,6.992229576860027329e-01,-1.641236724574605121e-01,-1.491695100477649985e-02,-6.987980997927865090e-01,9.752645584031904846e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.576984834692592208e-01,6.992229576860027329e-01,-1.641236724574605121e-01,-1.491695100477649985e-02,-6.987980997927865090e-01,9.752645584031904846e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.576984834692592208e-01,6.992229576860027329e-01,-1.641236724574605121e-01,-1.491695100477649985e-02,-6.987980997927865090e-01,9.752645584031904846e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.576984834692592208e-01,6.992229576860027329e-01,-1.641236724574605121e-01,-1.491695100477649985e-02,-6.987980997927865090e-01,9.752645584031904846e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.576984834692592208e-01,6.992229576860027329e-01,-1.641236724574605121e-01,-1.491695100477649985e-02,-6.988159049269315748e-01,9.752645584031904846e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.576984834692592208e-01,6.992229576860027329e-01,-1.641236724574605121e-01,-1.491695100477649985e-02,-6.988159049269315748e-01,9.752645584031904846e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.576984834692592208e-01,6.992229576860027329e-01,-1.641236724574605121e-01,-1.491695100477649985e-02,-6.988159049269315748e-01,9.752645584031904846e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.576984834692592208e-01,6.992229576860027329e-01,-1.641236724574605121e-01,-1.491695100477649985e-02,-6.988159049269315748e-01,9.752645584031904846e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.576984834692592208e-01,6.992229576860027329e-01,-1.641236724574605121e-01,-1.491695100477649985e-02,-6.988159049269315748e-01,9.752645584031904846e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.577106430730656261e-01,6.992229576860027329e-01,-1.641236724574605121e-01,-1.491695100477649985e-02,-6.988159049269315748e-01,9.752645584031904846e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.577106430730656261e-01,6.992229576860027329e-01,-1.641114006111574208e-01,-1.491695100477649985e-02,-6.988159049269315748e-01,9.752645584031904846e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.577228026768720315e-01,6.992229576860027329e-01,-1.640991287648543573e-01,-1.491695100477649985e-02,-6.988159049269315748e-01,9.752645584031904846e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.577228026768720315e-01,6.992363800178967859e-01,-1.640868569185512660e-01,-1.491695100477649985e-02,-6.988159049269315748e-01,9.752645584031904846e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.577592814882912475e-01,6.992632246816847807e-01,-1.640009539944296546e-01,-1.489895709524118386e-02,-6.988515151952218174e-01,9.752261787818296002e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.577714410920977084e-01,6.992632246816847807e-01,-1.639764103018234997e-01,-1.489895709524118386e-02,-6.988693203293668832e-01,9.752261787818296002e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.578443987149361405e-01,6.993303363411547124e-01,-1.638291481461864596e-01,-1.486296927617055362e-02,-6.989583460000924342e-01,9.751877991604686047e-01,-2.617866688043312684e-01,3.490617654178880258e+00
