2.576741642616464101e-01,7.044845117884505070e-01,-1.657803717083770056e-01,-1.504290837152370830e-02,-6.918719026103421488e-01,9.753796972672733601e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.576741642616464101e-01,7.044845117884505070e-01,-1.657803717083770056e-01,-1.504290837152370830e-02,-6.918897077444872146e-01,9.753796972672733601e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.576741642616464101e-01,7.044845117884505070e-01,-1.657803717083770056e-01,-1.504290837152370830e-02,-6.918897077444872146e-01,9.754180768886343555e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.576741642616464101e-01,7.044845117884505070e-01,-1.657803717083770056e-01,-1.504290837152370830e-02,-6.918897077444872146e-01,9.754180768886343555e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.576741642616464101e-01,7.044845117884505070e-01,-1.657803717083770056e-01,-1.504290837152370830e-02,-6.918897077444872146e-01,9.754180768886343555e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.576741642616464101e-01,7.044710894565564541e-01,-1.657803717083770056e-01,-1.504290837152370830e-02,-6.918897077444872146e-01,9.754180768886343555e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.576741642616464101e-01,7.044710894565564541e-01,-1.657803717083770056e-01,-1.504290837152370830e-02,-6.918897077444872146e-01,9.754180768886343555e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.576741642616464101e-01,7.044710894565564541e-01,-1.657803717083770056e-01,-1.504290837152370830e-02,-6.918897077444872146e-01,9.754180768886343555e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.576741642616464101e-01,7.044710894565564541e-01,-1.657680998620739143e-01,-1.504290837152370830e-02,-6.918897077444872146e-01,9.754180768886343555e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.576863238654528154e-01,7.044710894565564541e-01,-1.657680998620739143e-01,-1.504290837152370830e-02,-6.918897077444872146e-01,9.754180768886343555e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.576863238654528154e-01,7.044845117884505070e-01,-1.657558280157708230e-01,-1.504290837152370830e-02,-6.918897077444872146e-01,9.754180768886343555e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.576984834692592208e-01,7.044845117884505070e-01,-1.657312843231646682e-01,-1.504290837152370830e-02,-6.918897077444872146e-01,9.754180768886343555e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.577106430730656261e-01,7.044845117884505070e-01,-1.657190124768615769e-01,-1.504290837152370830e-02,-6.918897077444872146e-01,9.754180768886343555e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.577349622806784368e-01,7.045113564522385019e-01,-1.656576532453461481e-01,-1.502491446198839231e-02,-6.919253180127774572e-01,9.753796972672733601e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.577471218844848422e-01,7.045247787841324438e-01,-1.656331095527399933e-01,-1.502491446198839231e-02,-6.919431231469225230e-01,9.753796972672733601e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.577957602997105191e-01,7.045650457798144917e-01,-1.655226629360122270e-01,-1.500692055245307632e-02,-6.919965385493578314e-01,9.753413176459124756e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.578687179225489512e-01,7.046455797711784763e-01,-1.653876726266782782e-01,-1.495293882384713009e-02,-6.920855642200833824e-01,9.753413176459124756e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.579051967339682228e-01,7.046724244349664712e-01,-1.653385852414659407e-01,-1.491695100477649985e-02,-6.921389796225186908e-01,9.753029380245514801e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.580024735644194656e-01,7.047798030901184507e-01,-1.651545075469196544e-01,-1.480898754756460739e-02,-6.922814206956794392e-01,9.751877991604686047e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.580875907910643585e-01,7.048603370814824354e-01,-1.650072453912826420e-01,-1.475500581895866116e-02,-6.923882515005500560e-01,9.751110399177467247e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.582213464329348729e-01,7.049945604004225208e-01,-1.647618084652209547e-01,-1.457506672360550648e-02,-6.926197182444363554e-01,9.749191418109419693e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.583186232633861712e-01,7.051019390555745003e-01,-1.645777307706746684e-01,-1.430515808057577533e-02,-6.927799644517422806e-01,9.748040029468590939e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.584766981128694963e-01,7.052764293701964116e-01,-1.642832064594006158e-01,-1.392728598033414998e-02,-6.930648465980638884e-01,9.745737252186933430e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.585374961319015230e-01,7.053435410296664543e-01,-1.641727598426728496e-01,-1.380132861358694153e-02,-6.931716774029345052e-01,9.744585863546104676e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.587198901889977143e-01,7.055314536761824185e-01,-1.638414199924895509e-01,-1.344145042288063391e-02,-6.934743646834012898e-01,9.741131697623619523e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.587806882080297410e-01,7.055985653356524612e-01,-1.637187015294586934e-01,-1.331549305613342546e-02,-6.935990006224169724e-01,9.739980308982790769e-01,-2.617866688043312684e-01,3.490617654178880258e+00
2.589752418689323377e-01,7.057999003140624783e-01,-1.633628179866692398e-01,-1.291962704635648586e-02,-6.939372981711738886e-01,9.735758550633085706e-01,-2.617866688043312684e-01,3.490617654178880258e+00
